flat_type,price,flat_price,address,location,location1,buildup_area,buildupArea_sqft,avg_price_sqft,avg_price_thousands,age_of_property,new_age,which_floor,furnishing,project_name,brokrage,carpet_area,bedrooms,bathrooms,balcony,parking,about_property
1 BHK Flat,45.0 L,0.45,"Seven Eleven Apna Ghar, Kashimira, Mira Road East, Mumbai",Mira Road East,Mira Road East,396 sq.ft,396,₹11.36 K/sq.ft,11360.0,1 Years Old,1,Lowerof 15 floors,Unfurnished,Seven Eleven Apna Ghar,No ChargeAccess Zero Brokerage Properties,1,1,2,19 days ago,1 Open Parking,"1 BHK Flat for sale in Mira Bhayandar, Mumbai - contact now, for details about the most coveted property. This 1 BHK unit is available in Mira Bhayandar and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in MRead More"
1 BHK Flat,1.6 Cr,1.6,"Prabhadevi, Mumbai",Prabhadevi,Prabhadevi,450 sq.ft,450,₹35.55 K/sq.ft,35550.0,1 Years Old,1,Middleof 20 floors,Unfurnished,,1.6 LacsAccess Zero Brokerage Properties,1.6 Cr,1,2,No Balcony,No Parking,"Available for Sell 1 BHK in Prabhadevi, Near Siddhivinayak Temple, 381 sqft carpet flat on Middle floor, open view, no car parking, Price Rs 1.60 cr Possession Ready to Move, for more information Please call Hariom Estate Consultant. More About This Read More"
1 BHK Flat,1.7 Cr,1.7,"Mahindra Vivante Building Number 1 And 2, Aghadi Nagar, Andheri East, Mumbai",Andheri East,Andheri East,590 sq.ft,590,₹28.81 K/sq.ft,28810.0,4 Year Old,4,Lowerof 12 floors,Semi Furnished,Mahindra Vivante Building Number 1 And 2,1.7 LacsAccess Zero Brokerage Properties,478 sq.ft,1,2,2,1 Covered Parking,"this is 1bhk flat in mahindra vivante, near by weh metro and highway, airport. More About This Property A 1 BHK Flat for sale in Andheri East, Mumbai. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Andheri East's mostRead More"
1 BHK Flat,1.3 Cr,1.3,"Arkade Earth, Kanjurmarg East, Mumbai",Kanjurmarg East,Kanjurmarg East,600 sq.ft,600,₹21.67 K/sq.ft,21670.0,4 Year Old,4,Middleof 22 floors,Semi Furnished,Arkade Earth,1.3 LacsAccess Zero Brokerage Properties,466 sq.ft,1,1,No Balcony,No Parking,"This is a  1bhk apartment for sale in Arkade Earth.
Arkade Earth is a humble effort to build not just homes but a holistic lifestyle that celebrates small nuances of children’s innocence and simplicity of living amidst a beautifully preserved green cRead More"
1 BHK Flat,1.57 Cr,1.57,"RAJKAMAL PA, Gundecha Garden, Parel, Mumbai",Parel,Parel,400 sq.ft,400,₹39.25 K/sq.ft,39250.0,unknown,unknown,unknown,,,1.6 LacsAccess Zero Brokerage Properties,1.57 Cr,1,2,No Balcony,1 Covered Parking,"Check out this 1 BHK Flat for sale in Parel, Mumbai. This 1 BHK Flat is perfect for a modern-day lifestyle. Parel is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Flat for sale now. It is located on floRead More"
1 BHK Flat,95.0 L,0.95,"Rustomjee Meridian, Charkop Gaon, Kandivali West, Mumbai",Kandivali West,Kandivali West,750 sq.ft,750,₹12.67 K/sq.ft,12670.0,4 Year Old,4,Lowerof 21 floors,Unfurnished,Rustomjee Meridian,"95,000Access Zero Brokerage Properties",445 sq.ft,1,2,No Balcony,1 Covered Parking,"1bhk flat available on rent in Rustomjee Meridian, Charkop Kandivali West More About This Property 1 BHK Flat for sale in Kandivali West, Mumbai - contact now, for details about the most coveted property. This 1 BHK unit is available in Kandivali WesRead More"
1 BHK Flat,1.7 Cr,1.7,"Godrej The Trees, Pirojshanagar, Vikhroli East, Mumbai",Vikhroli East,Vikhroli East,590 sq.ft,590,₹28.81 K/sq.ft,28810.0,3 Year Old,3,Lowerof 16 floors,Semi Furnished,Godrej The Trees,No ChargeAccess Zero Brokerage Properties,480 sq.ft,1,2,1,2 Covered and 1 Open Parking,"Situated in one of the bustling locality of Vikhroli, Mumbai – this residential township boasts stunning & spacious living spaces that will certainly fascinate you. Unmatched privacy and a holistic living is guaranteed in these stylishly designed homRead More"
1 BHK Flat,1.16 Cr,1.16,"on requiest, Vile Parle East, Mumbai",Vile Parle East,Vile Parle East,664 sq.ft,664,₹17.47 K/sq.ft,17470.0,1 Years Old,1,Middleof 12 floors,,,1.1 LacsAccess Zero Brokerage Properties,1.16 Cr,1,1,No Balcony,1 Open Parking,"Check out this 1 BHK Flat for sale in Vile Parle East, Mumbai. This 1 BHK Flat is perfect for a modern-day lifestyle. Vile Parle East is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Flat for sale now. Read More"
1 BHK Flat,1.25 Cr,1.25,"Kanakia Kanakia Sevens, Marol, Andheri East, Mumbai",Andheri East,Andheri East,680 sq.ft,680,₹18.38 K/sq.ft,18380.0,4 Year Old,4,Middleof 18 floors,Semi Furnished,Kanakia Kanakia Sevens,1.3 LacsAccess Zero Brokerage Properties,480 sq.ft,1,2,No Balcony,1 Covered Parking,"1 bhk in one of the most sought after project in Andheri. This spacious apartment comes with a modular kitchen, geyser and other internal fittings.
The project is located in a prime location with all facilities in and around the area. 
To know more aRead More"
1 BHK Flat,43.0 L,0.43,"Virar Bolinj Sai Aashirwad CHSL, Gokul Township, Virar West, Mumbai",Virar West,Virar West,765 sq.ft,765,₹5.62 K/sq.ft,5620.0,2 Year Old,2,Middleof 14 floors,Semi Furnished,Virar Bolinj Sai Aashirwad CHSL,"40,000Access Zero Brokerage Properties",450 sq.ft,1,1,2,1 Open Parking,"Sai Ashirwad in Mira Road, Mira Bhayandar is a ready-to-move housing society. This project is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. This housing society is now ready to be calledRead More"
1 BHK Flat,1.55 Cr,1.55,"CASA MILLENNIA, D.N.Nagar, Andheri West, Mumbai",Andheri West,Andheri West,600 sq.ft,600,₹25.83 K/sq.ft,25830.0,1 Years Old,1,Higherof 16 floors,Unfurnished,,1.6 LacsAccess Zero Brokerage Properties,1.55 Cr,1,2,No Balcony,1 Covered Parking,"IMMEDIATE POSSESSION 
THE BUILDING IS LOCATED AT DN  NAGAR , GANESH CHOWK ,HAS 24 HOURS WATER SUPPLY AVAILABLE ,ALSO BUILDING HAS OC 
THE LOCVATION IS VERY PRIME AND PEACFULL TO STAY .
SCHOOL ,COLLEGES ,RESTAURANTS ,MULTIPLEXES ,TEMPLES ,CLUB ,GARDENRead More"
1 BHK Flat,73.0 L,0.73,"Delta Woods, Chandan Shanti, Mira Road East, Mumbai",Mira Road East,Mira Road East,650 sq.ft,650,₹11.23 K/sq.ft,11230.0,4 Year Old,4,Middleof 19 floors,Unfurnished,Delta Woods,"73,000Access Zero Brokerage Properties",480 sq.ft,1,2,2,1 Covered Parking,"PROPERTY BANGED ON WESTERN EXPRESS HIGHWAY, CLOSE TO METRO STATION, WALKABLE DISTANCES TO COLLEGES, SCHOOLS, BANKS, ATM, HOSPITALS,SHOPPING MALL, EATERIES AND MULTIPLEX. PROPERTY WITH ALL MODERN AMENITIES. FOR MORE INFORMATION PLEASE CONNECT WITH US
Read More"
1 BHK Flat,1.0 Cr,1.0,"Nehru Nagar, Kurla East, Mumbai",Kurla East,Kurla East,425 sq.ft,425,₹23.53 K/sq.ft,23530.0,3 Year Old,3,Middleof 17 floors,Semi Furnished,1.0 Lac(Negotiable)Access Zero Brokerage Properties,1.0 Cr,2,1,More than a month ago,,1 Covered Parking,"Property for sale in Kurla, Mumbai. This 1 BHK Flat is located in Mumbai's most promising location. It is on floor 10. The total number of floors in this building is 17. This Flat's price is Rs 1.0 Cr. Homebuyers will also need to pay Rs 1200 towardsRead More"
1 BHK Flat,1.15 Cr,1.15,"Gurukrupa Jayantam, Pant Nagar, Ghatkopar East, Mumbai",Ghatkopar East,Ghatkopar East,502 sq.ft,502,₹22.91 K/sq.ft,22910.0,1 Years Old,1,Lowerof 16 floors,Fully Furnished,Gurukrupa Jayantam,1.5 Lacs(Negotiable)Access Zero Brokerage Properties,437 sq.ft,1,2,No Balcony,No Parking,"1 BHK Flat for sale in Ghatkopar East, Mumbai with modern-day amenities. The Flat is in Ghatkopar East which is a promising investment destination in Mumbai. This might be your chance to grab the best 1 BHK property for sale in Ghatkopar East. The prRead More"
1 BHK Flat,1.2 Cr,1.2,"Lodha Bel Air, Momin Nagar, Jogeshwari West, Mumbai",Jogeshwari West,Jogeshwari West,400 sq.ft,400,₹30 K/sq.ft,30000.0,1 Years Old,1,Middleof 24 floors,Semi Furnished,Lodha Bel Air,1.2 LacsAccess Zero Brokerage Properties,353 sq.ft,1,2,No Balcony,1 Covered Parking,"Want a peaceful and affordable apartment in the vicinity of Andheri West,Mumbai. We have a beautiful apartment for Sale with a price tag of Rs 1.2 Crore.

With a well-maintained property, this apartment is situated on the Mid floor in a 24 Storey buiRead More"
1 BHK Flat,85.0 L,0.85,"Dharti Pressidio, Ambedkar Nagar, Kandivali West, Mumbai",Kandivali West,Kandivali West,500 sq.ft,500,₹17 K/sq.ft,17000.0,3 Year Old,3,Middleof 23 floors,Unfurnished,Dharti Pressidio,"85,000Access Zero Brokerage Properties",419 sq.ft,1,1,No Balcony,No Parking,"Property for sale in Kandivali West, Mumbai. This 1 BHK Flat is located in Mumbai's most promising location. It is on floor 14. The total number of floors in this building is 23. This Flat's price is Rs 85.0 L. Homebuyers will also need to pay Rs 350Read More"
1 BHK Flat,97.0 L,0.97,"Shetia sea view , Motilal Nagar II, Goregaon West, Mumbai",Goregaon West,Goregaon West,650 sq.ft,650,₹14.92 K/sq.ft,14920.0,3 Year Old,3,Middleof 7 floors,Unfurnished,"97,000Access Zero Brokerage Properties",97.0 L,1,2,1,27 days ago,No Parking,"Prime location in Goregaon West near bangur Nagar metro station Dmart inrbit mall hospital school  More About This Property A 1 BHK Flat for sale in Goregaon West, Mumbai. This beautifully designed 1 BHK unit with all the modern-day comforts is one oRead More"
1 BHK Flat,1.6 Cr,1.6,"The Baya Central, Lower Parel, Mumbai",Lower Parel,Lower Parel,590 sq.ft,590,₹27.12 K/sq.ft,27120.0,2 Year Old,2,Middleof 70 floors,Semi Furnished,The Baya Central,1.6 LacsAccess Zero Brokerage Properties,450 sq.ft,1,1,1,1 Covered and 1 Open Parking,"New best property in lower parel at the proper budget and with all the amenities in mahalaxmi  More About This Property 1 BHK Flat for sale in Lower Parel, Mumbai with modern-day amenities. The Flat is in Lower Parel which is a promising investment dRead More"
1 BHK Flat,84.0 L,0.84,"New SIDDHARTH, Aarey Colony, Goregaon East, Mumbai",Goregaon East,Goregaon East,348 sq.ft,348,₹24.14 K/sq.ft,24140.0,1 Years Old,1,Middleof 10 floors,,,No ChargeAccess Zero Brokerage Properties,84.0 L,1,2,No Balcony,1 Covered and 1 Open Parking,"1bhk Rera Carpet 347sqft with Master Bedroom
Location GOREGAON EAST  More About This Property Best 1 BHK Flat for modern-day lifestyle is now available for sale. Grab this 1 BHK property for sale in one of Mumbai's top location, Goregaon East. It is Read More"
1 BHK Flat,1.25 Cr,1.25,"Urban BKC Crown, Vinobha Bhave Nagar, Kurla West, Mumbai",Kurla West,Kurla West,475 sq.ft,475,₹26.32 K/sq.ft,26320.0,1 BHK,unknown,Middleof 18 floors,,Urban BKC Crown,1.3 LacsAccess Zero Brokerage Properties,468 sq.ft,1,2,2,1 Covered Parking,"1 BHK Flat for sale in Kurla, Mumbai - contact now, for details about the most coveted property. This 1 BHK unit is available in Kurla and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Kurla. It is on floRead More"
1 BHK Flat,30.0 L,0.3,"Ekta Brooklyn Park Phase II, Global City, Virar West, Mumbai",Virar West,Virar West,650 sq.ft,650,₹4.62 K/sq.ft,4620.0,unknown,unknown,unknown,,Ekta Brooklyn Park Phase II,"51,000Access Zero Brokerage Properties",425 sq.ft,1,2,24 days ago,1 Open Parking,"Oc recieved building 100% loan possible main market area just oposite global hospital and riksha stand 1.5 km from station 
Walkable distense to kfc dmart big bajaar mac’d   More About This Property Looking for a good 1 BHK Flat in Virar West, MumbaiRead More"
1 BHK Flat,75.0 L,0.75,"DB Ozone, Chandan Shanti, Mira Road East, Mumbai",Mira Road East,Mira Road East,882 sq.ft,882,₹8.50 K/sq.ft,8500.0,3 Year Old,3,Higherof 19 floors,Unfurnished,DB Ozone,"79,999Access Zero Brokerage Properties",627 sq.ft,1,2,2,2 Open Parking,"It is a 2BHK flat for sale in DB OZONE. Property is close to dahisar metro station. It is a gated property with security personnel. Daily needs within vicinity area. More About This Property A 1 BHK Flat for sale in Mira Bhayandar, Mumbai. This beautRead More"
1 BHK Flat,55.0 L,0.55,"J k height, Bhayandar East, Mumbai",Bhayandar East,Bhayandar East,700 sq.ft,700,₹7.86 K/sq.ft,7860.0,1 Years Old,1,Higherof 10 floors,Semi Furnished,No ChargeAccess Zero Brokerage Properties,55.0 L,1,2,1,5 days ago,1 Open Parking,"Looking for a stunning apartment in the bustling city of Mumbai.
Look no further than this semi-furnished 1 BHK apartment in Indralok Phase 4.
With a beach view facing, this apartment offers a peaceful and serene living experience.Spread across 700 sRead More"
1 BHK Flat,2.1 Cr,2.1,"Riddhi Siddhi matunga, Parsi Colony, Dadar East, Mumbai",Dadar East,Dadar East,489 sq.ft,489,₹42.94 K/sq.ft,42940.0,unknown,unknown,unknown,,,2.0 Lacs(Negotiable)Access Zero Brokerage Properties,2.1 Cr,1,2,No Balcony,1 Covered and 1 Open Parking,"1 BHK Flat for sale in Matunga, Mumbai with modern-day amenities. The Flat is in Matunga which is a promising investment destination in Mumbai. This might be your chance to grab the best 1 BHK property for sale in Matunga. The property is on floor 18Read More"
1 BHK Flat,2.45 Cr,2.45,"Hindu Colony, Naigaon, Dadar East, Mumbai",Dadar East,Dadar East,650 sq.ft,650,₹37.69 K/sq.ft,37690.0,1 Years Old,1,Middleof 20 floors,,,2.5 LacsAccess Zero Brokerage Properties,2.45 Cr,1,2,No Balcony,1 Covered Parking,"Looking for a 1 BHK Flat for sale in Mumbai? Your search ends here. Buy this 1 BHK property in Mumbai's finest location, Dadar East. It is on floor 11 out of 20 floors. This Flat is available at a reasonable price of Rs 2.45 Cr. The built up area of Read More"
1 BHK Flat,1.0 Cr,1.0,"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Malad West,Malad West,490 sq.ft,490,₹20.41 K/sq.ft,20410.0,4 Year Old,4,Middleof 23 floors,,Gurukrupa Marina Enclave,1.0 LacAccess Zero Brokerage Properties,380 sq.ft,1,2,No Balcony,1 Covered and 1 Open Parking,"Check out this 1 BHK Flat for sale in Malad West, Mumbai. This 1 BHK Flat is perfect for a modern-day lifestyle. Malad West is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Flat for sale now. It is locaRead More"
1 BHK Flat,1.55 Cr,1.55,"Aera Apartment, Sai Baba Nagar, Chembur, Mumbai",Chembur,Chembur,600 sq.ft,600,₹25.83 K/sq.ft,25830.0,4 Year Old,4,Middleof 12 floors,Semi Furnished,,1.6 Lacs(Negotiable)Access Zero Brokerage Properties,1.55 Cr,1,2,No Balcony,1 Covered Parking,"Available premium 1BHK for Resale with good light and ventilation close to Diamond Garden, Chembur. Prime location More About This Property 1 BHK Flat for sale in Mumbai. This property is in Chembur, which is a coveted investment location. This tasteRead More"
1 BHK Flat,1.35 Cr,1.35,"Paradiso Dreamsville, Govind Nagar, Borivali West, Mumbai",Borivali West,Borivali West,645 sq.ft,645,₹20.93 K/sq.ft,20930.0,1 Years Old,1,Middleof 9 floors,Unfurnished,Paradiso Dreamsville,1.4 LacsAccess Zero Brokerage Properties,427 sq.ft,1,2,2,1 Covered Parking,"Brand new tower untouched flat available for sale 

Premium tower 
With car parking

100 % vastu flat 

Pls call for inspection and more detail now  More About This Property Looking for a good 1 BHK Flat in Borivali West, Mumbai? This property is in Read More"
1 BHK Flat,65.0 L,0.65,"Hari om Siddhivinayak SRA, Natwar Nagar, Jogeshwari East, Mumbai",Jogeshwari East,Jogeshwari East,400 sq.ft,400,₹16.25 K/sq.ft,16250.0,1 Years Old,1,Higherof 15 floors,Unfurnished,,"65,000Access Zero Brokerage Properties",65.0 L,1,2,No Balcony,1 Open Parking,"Available 1bhk flat 305 sqft carpet area sra flat loan not possible  More About This Property Looking for a 1 BHK Flat for sale in Mumbai? Your search ends here. Buy this 1 BHK property in Mumbai's finest location, Andheri East. It is on floor 11 outRead More"
1 BHK Flat,1.15 Cr,1.15,"Ajmera Greenfinity, Bhakti Park, Wadala East, Mumbai",Wadala East,Wadala East,460 sq.ft,460,₹25 K/sq.ft,25000.0,1 Years Old,1,Middleof 22 floors,Unfurnished,Ajmera Greenfinity,1.1 LacsAccess Zero Brokerage Properties,341 sq.ft,1,1,No Balcony,1 Covered Parking,"It is a
superb property and offers an excellent view. The flat is
semi furnished with multiple amenities and promises a
comfortable stay. It is Feng Vaastu compliant, which is
considered to bring positive energy. The appeal of the flat
has been increRead More"
1 BHK Flat,73.0 L,0.73,"JP Estella, Kashimira, Mira Road East, Mumbai",Mira Road East,Mira Road East,600 sq.ft,600,₹12.17 K/sq.ft,12170.0,2 Year Old,2,Middleof 25 floors,Fully Furnished,JP Estella,1.5 LacsAccess Zero Brokerage Properties,450 sq.ft,1,2,2,1 Covered Parking,"Looking for a 1 BHK Flat for sale in Mumbai? Your search ends here. Buy this 1 BHK property in Mumbai's finest location, Mira Bhayandar. It is on floor 10 out of 25 floors. This Flat is available at a reasonable price of Rs 73.0 L. The built up area Read More"
1 BHK Flat,1.34 Cr,1.34,"Piramal Revanta, Mulund Colony, Mulund West, Mumbai",Mulund West,Mulund West,555 sq.ft,555,₹24.14 K/sq.ft,24140.0,unknown,unknown,unknown,,Piramal Revanta,1.3 LacsAccess Zero Brokerage Properties,473 sq.ft,1,2,No Balcony,1 Covered Parking,"Its a 1 BHK Spacious Apartment comes with all modern amenities in the Complex This Gated Community offers amenities right from Stateoftheart gym, Swimming Pool to Kids Play Area and Many more. More About This Property One of the finest property in MuRead More"
1 BHK Flat,65.0 L,0.65,"Shree Ramdev Heights, Kashimira, Mira Road East, Mumbai",Mira Road East,Mira Road East,675 sq.ft,675,₹9.63 K/sq.ft,9630.0,unknown,unknown,unknown,,Shree Ramdev Heights,No ChargeAccess Zero Brokerage Properties,397 sq.ft,1,2,3,1 Open Parking,"Check out this 1 BHK Flat for sale in Mira Bhayandar, Mumbai. This 1 BHK Flat is perfect for a modern-day lifestyle. Mira Bhayandar is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Flat for sale now. ItRead More"
